Nom,Description,Photo,Quentin Chavanne,Unnamed: 1,Unnamed: 2
Stéphane Tetart,"Alix Lefief-Delcourt est l’auteure de nombreux guides pratiques et santé aux Éditions Leduc.

Stéphane Tétart est naturopathe, journaliste et formateur. Il anime également un vlog sur YouTube, et donne des conférences et formations le thème de la détox naturelle des métaux toxiques. Il est notamment l’auteur chez Leduc de Secrets de naturopathes et de Je m’initie à la naturopathie.",https://m.media-amazon.com/images/S/amzn-author-media-prod/acocd2hk76q7ea9e7t7nmt8e54._SY600_.jpg,,,
Barbara Delbrouck,"Barbara Delbrouck est une journaliste spécialisée dans la vulgarisation santé vers le grand public. Depuis plus de 10 ans, elle collabore avec des médecins et des graphistes pour aborder des sujets complexes de manière accessible mais rigoureuse.

Michel Delbrouck est médecin, psychothérapeute et formateur, très actif dans le domaine de la formation et de l&#39aide aux professionnels de la santé en difficulté. Il est notamment past-président de la société Balint (Belgique) qui s&#39occupe de la relation « médecin-malade », « soignant-soigné » en proposant à de nombreux soignants une réflexion approfondie sur la qualité de leurs relations avec leurs patients par le biais de séminaires, de formations, de groupes de travail en Belgique et en France. Il collabore avec la Suisse et le Canada. Michel Delbrouck est aussi directeur de l&#39Institut de Formation et de Thérapie pour soignants. www.ifts.be",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Christine Mirabel-Sarron,"La dépression, on peut en sortir. On n&#39est pas dépressif à vie. Ce n&#39est ni un manque de volonté ni un simple passage à vide, mais une maladie qui se soigne. Ce guide pratique répond à vos questions et vous propose une méthode pour changer votre vision de vous-même et du monde. Les questions : quel est le traitement qui vous convient ? Faut-il avoir peur des antidépresseurs ? Y a-t-il des risques de dépendance ? Les psychothérapies sont-elles plus efficaces que les médicaments ? Pourquoi êtes-vous déprimé ? Faut-il arrêter de travailler ou est-il préférable de continuer ? Que dire à son entourage ?, etc. La méthode : comment combattre la dépression par vous-même en agissant sur vos comportements dans la vie de tous les jours et en modifiant vos pensées négatives. Pour sortir de la dépression et ne pas y retomber...
Christine Mirabel-Sarron est médecin psychiatre, praticien hospitalier à l&#39hôpital Sainte-Anne où elle dirige l&#39unité de thérapie comportementale et cognitive. Docteur en psychologie pathologique et clinique, elle enseigne aux universités de Paris-V et Paris-VIII.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Keila Shaheen,“The new empress of self-help.” The Atlantic,https://m.media-amazon.com/images/S/amzn-author-media-prod/vqepik545n5ioj632mqai6p4j6._SY600_.jpg,,,
Aurore Afonso,"Aurore Afonso est passionnée par l&#39écriture depuis ses 16 ans. Après un gros traumatisme, elle décide de mettre sa passion au profit des autres. Aurore publie son premier recueil à l&#39âge de 25 ans.",,,,
Teen Thrive,,https://m.media-amazon.com/images/S/amzn-author-media-prod/ev83jhs6cr2kr469e2ubvivr2b._SY600_.jpg,,,
Vincent Trybou,"Vincent Trybou est psychologue clinicien cognitivo-comportementaliste et psychothérapeute au Centre des troubles anxieux et de l&#39humeur (CTAH), à Paris. Il a écrit de nombreux ouvrages sur les troubles obsessionnels compulsifs, les troubles bipolaires, les automutilations, les phobies sociales, les attaques de panique, et le perfectionnisme.",,,,
Jenna Ortega,"JENNA ORTEGA est une actrice américaine originaire de Coachella, en Californie. Après s&#39être fait connaître dans Jane the Virgin ou You, elle est devenue la star de la série Netflix Mercredi qui l&#39a propulsée au rang d&#39icône du cinéma.",https://m.media-amazon.com/images/S/amzn-author-media-prod/gdjv3i6os1pgif6jdsdn1maceu._SY600_.jpg,,,
Byung-Chul Han,"Korean-born German philosopher Byung-Chul Han teaches philosophy and cultural studies at Berlin&#39s University of the Arts (UdK). In the past few years, his provocative essays have been translated into numerous languages, and he has become one of the most widely read philosophers in Europe and beyond. His work is presented here in English for the first time.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Rita Badraoui,,https://m.media-amazon.com/images/S/amzn-author-media-prod/755ld05r4qdvj6cfqm74sib69m._SY600_.jpg,,,
Matthew McKay,"Matthew McKay, PhD, is a professor at the Wright Institute in Berkeley, CA. He has authored and coauthored numerous books, including The Relaxation and Stress Reduction Workbook, Self-Esteem, Thoughts and Feelings, When Anger Hurts, and ACT on Life Not on Anger. He has also penned two novels, Us and The Wawona Hotel. McKay received his PhD in clinical psychology from the California School of Professional Psychology, and specializes in the cognitive behavioral treatment of anxiety and depression. He lives and works in the greater San Francisco Bay Area.",https://m.media-amazon.com/images/S/amzn-author-media-prod/be8thr9pllai8dsh97tfrb276b._SY600_.jpg,,,
William Stixrud PhD,"Extrait
Chapter One

The Most Stressful Thing in the Universe

Adam, a fifteen-year-old sophomore, walks from his family&#39s cramped apartment in the projects on the South Side of Chicago to his underfunded public school every day. Last summer, his older brother was killed in a drive-by shooting while the two boys were hanging out on a street corner together. Now he finds it difficult to concentrate in school, has trouble retaining lessons, and is often sent to the principal&#39s office for explosive behavior. He&#39s not sleeping well and his grades, never very good, are slipping to the point where he may have to repeat a year.

Fifteen-year-old Zara lives in a multimillion-dollar house and attends a posh private school in the Washington, DC, area. Her parents hope she will make the cutoff for a National Merit Scholarship when she takes the PSAT this fall, so she fits in test prep between field hockey practice, volunteering for Habitat for Humanity, and three to four hours of homework per night. Zara is getting good grades, but she&#39s not sleeping well. She finds herself talking back to her parents and snapping at her friends, and she complains of frequent headaches.

We all know to worry about Adam: statistics suggest he has a tough road ahead. What we don&#39t know is that we should worry about Zara, too. Chronic sleep deprivation and toxic stress during a critical phase of brain development are endangering her long-term mental and physical health. If you put a scan of Zara&#39s brain next to one of Adam&#39s, you&#39d see striking similarities, particularly in the parts of the brain involved in the stress response system.

In recent years, we&#39ve learned a lot about the damage athletes suffer from hitting their heads too much-either on soccer balls or on the 260-pound linebacker in their way. Today, we think about the long-term consequences of concussions: ""Yeah, he looks okay now, but too many more of those and he&#39s not going to remember his kids&#39 names.""

We think stress should be talked about in this way, too. Chronic stress wreaks havoc on the brain, especially on young brains. It&#39s like trying to grow a plant in a too-small pot. As any casual gardener knows, doing so weakens the plant, with long-term consequences. Rates of stress-induced illnesses are extremely high in every demographic, and researchers are working furiously to uncover the reasons behind the rise in anxiety disorders, eating disorders, depression, binge drinking, and worrisome patterns of self-harm in young people. As Madeline Levine has made us aware, affluent children and teens are at particularly high risk for developing mental health problems such as anxiety, mood, and chemical use disorders. In fact, a recent survey showed that 80 percent of students in an affluent and competitive Silicon Valley high school reported moderate to severe levels of anxiety and 54 percent reported moderate to severe levels of depression. Depression is now the number one cause of disability worldwide. We think of chronic stress in children and teenagers as the societal equivalent of climate change-a problem that has been building over generations and will take considerable effort and a change of habits to overcome.

So what does a sense of control have to do with all of this? The answer is: everything. Quite simply, it is the antidote to stress. Stress is the unknown, the unwanted, and the feared. It&#39s as minor as feeling unbalanced and as major as fighting for your life. Sonia Lupien at the Centre for Studies on Human Stress has a handy acronym for what makes life stressful-N.U.T.S.

Novelty Something you have not experienced before

Unpredictability Something you had no way of knowing would occur

Threat to the ego Your safety or competence as a person is called into question

Sense of control You feel you have little or no control over the situation

An early study that looked at stress in rats found that when a rat is given a wheel to turn that will stop it from receiving an electric shock, it happily turns the wheel and isn&#39t very stressed. If the wheel is taken away, the rat experiences massive stress. If the wheel is then returned to the cage, the rat&#39s stress levels are much lower, even if the wheel isn&#39t actually attached to the shocking apparatus anymore. In humans, too, being able to push a button to reduce the likelihood of hearing a noxious sound will reduce their stress levels, even if the button has no real effect on the sound-and even if you don&#39t push the button! It turns out that it&#39s the sense of control that matters, even more so than what you actually do. If you have confidence that you can impact a situation, it will be less stressful. In contrast, a low sense of control may very well be the most stressful thing in the universe.

On some level, you probably know this. You may use it as a justification for cleaning up your desk before starting on a difficult task. Most people feel safer when they are driving than flying (when it should be the opposite) because they believe they are more in control. One of the reasons why traffic jams are so stressful is that there&#39s nothing you can do about it.

You may also have experienced the power of control in relation to your kids. If your child is very sick or struggling and you feel there&#39s nothing you can do about it, your stress level is likely to rise. Even less distressing events, like watching your teenager take the car out alone for the first time, or watching them perform at an athletic event or in a play, also cause stress. You&#39re in the role of spectator, and there&#39s little you can do beyond hope everything turns out okay.

Agency may be the one most important factor in human happiness and well-being. We all like to feel that we are in charge of our own destiny. The same thing goes for our kids. That&#39s why two-year-olds will say things like ""I do it myself!"" and four-year-olds will insist ""You are not the boss of me!"" It&#39s why we should let them do what they can for themselves, even if we&#39re running late and it will take them twice as long. It&#39s also why the surest way to get a picky five-year-old to eat his vegetables is to divide the plate in half and let him choose which half to eat. One of Ned&#39s clients, Kara, was incredibly insightful about this: ""When I was a kid, when my parents would say, &#39You have to eat this or that food,&#39 I hated it,"" she said. ""So if they told me I had to eat something that I didn&#39t want to, I&#39d throw it right back up on the table."" Kara remarked that sleepaway camp was a highlight of her childhood because campers got to decide from a range of choices what to do all day, and what to eat. And given the freedom to act on her own, she ate responsibly.

Alas, sleepaway camp is not the world we live in. When she was around twelve or thirteen, Kara began to experience anxiety. ""I think I first started having anxiety when people started telling me what to do,"" she said, ""when I didn&#39t feel like I was in control. And then when I switched schools and had to worry about fitting in and about what other people thought, I think that made it even worse. For me, feeling like I have a sense of control, that I am in charge of my own life, is so important. Even now, I like it when my parents give me choices. My friend&#39s mom will say, &#39Let&#39s play this game for a while and then let&#39s bake cookies.&#39 And that&#39s great and all, but it would make me nuts to always be told &#39Here&#39s the plan&#39 instead of asking me what I want.""

These are exactly the circumstances most kids experience every day. Lest you doubt how little control children and adolescents like Kara actually have, think of what their days are like: they have to sit still in classes they didn&#39t choose, taught by teachers randomly assigned to them, alongside whatever child happens to be assigned to their class. They have to stand in neat lines, eat on a schedule, and rely on the whims of their teachers for permission to go to the bathroom. And think of how we measure them: not by the effort they put into practicing or how much they improve, but by whether another kid at the meet happened to swim or run faster last Saturday. We don&#39t measure their understanding of the periodic table, but how they score on a random selection of associated facts.

It is frustrating and stressful to feel powerless, and many kids feel that way all the time. As grown-ups, we sometimes tell our kids that they&#39re in charge of their own lives, but then we proceed to micromanage their homework, their afterschool activities, and their friendships. Or perhaps we tell them that actually they&#39re not in charge-we are. Either way, we make them feel powerless, and by doing so, we undermine our relationship with them.

There is another way. Over the last sixty years, study after study has found that a healthy sense of control goes hand in hand with virtually all the positive outcomes we want for our children. Perceived control-the confidence that we can direct the course of our life through our own efforts-is associated with better physical health, less use of drugs and alcohol, and greater longevity, as well as with lower stress, positive emotional well-being, greater internal motivation and ability to control one&#39s behavior, improved academic performance, and enhanced career success. Like exercise and sleep, it appears to be good for virtually everything, presumably because it represents a deep human need.

Our kids are ""wired"" for control, whether they&#39re growing up in the South Bronx, Silicon Valley, Birmingham, or South Korea. Our role as adults is not to force them to follow the track we&#39ve laid out for them; it&#39s to help them develop the skills to figure out the track that&#39s right for them. They will need to find their own way-and to make independent course corrections-for the rest of their lives.

Hitting the Sweet Spot: A Better Understanding of Stress

Let us make one thing clear: we don&#39t think it&#39s possible to protect kids from all stressful experiences, nor would we want to. In fact, when kids are constantly shielded from circumstances that make them anxious, it tends to make their anxiety worse. We want them to learn how to deal successfully with stressful situations-to have a high stress tolerance. That&#39s how they develop resilience. If a child feels like he&#39s in control in a stressful situation, then in later situations when he might actually not be in control, his brain will be equipped to handle that stress better. He is, in effect, immunized.

Bill cried every day for the first week of first grade because he didn&#39t know any of his classmates. His teacher was quietly supportive, and when other kids would whisper, ""Mrs. Rowe, he&#39s crying,"" Bill would hear her say, ""He&#39s going to be fine. He&#39ll like it here, don&#39t worry."" He did, in fact, figure out how to manage the stress of an unfamiliar situation and the coping skills he learned appear to have generalized, as he never cried again in an unfamiliar environment. (So far, anyway.) The teacher was right to let him work it out, instead of swooping in and giving him the sense he couldn&#39t handle it on his own.

The National Scientific Council on the Developing Child has identified three kinds of stress:

    1.    Positive stress motivates children (and adults) to grow, take risks, and perform at a high level. Think of kids preparing for a play, nervous and a little stressed beforehand, but then filled with a sense of accomplishment and pride afterward. We could call this the jitters, excitement, or anticipation. Unless the jitters are excessive, they make it more likely that a child will perform well. Kids experiencing positive stress know that they ultimately have control over whether or not they perform at all. As it happens, kids are more likely to persevere and to reach their full potential if they know they don&#39t have to do something.

    2.    Tolerable stress, which occurs for relatively brief periods, can also build resilience. Critically, there must be supportive adults present, and kids must have time to cope and recover. Let&#39s say a child witnesses her parents arguing a lot as they&#39re going through a divorce. But the parents are talking to her, and they&#39re not having blowouts every night. She has time to recover. This is tolerable stress. Another example of tolerable stress might be an episode of being bullied, so long as it doesn&#39t last too long, it isn&#39t repeated too often, and the child is supported by caring adults. A tolerable stress might even be a death in the family. In an influential study, graduate students took baby rats away from their mothers and handled them for fifteen minutes per day (which was stressful to the rats) and then returned them to their mothers, who licked and groomed them. The graduate students repeated this for the first two weeks of the rats&#39 lives. The baby rats who were removed and handled for a brief period showed much more resilience as adults than the pups who stayed in the cage with their mother. The researchers referred to them as ""California laid-back rats,"" as they were difficult to stress as adults. This is probably because in situations like these the brain becomes conditioned to cope, and this conditioning lays the foundation for resilience.

    3.    Toxic stress is defined as frequent or prolonged activation of the stress system in the absence of support. Toxic stress is either severe, such as witnessing an assault, or recurs day in and day out, in which case it is chronic. Supportive adults-who minimize exposure to things that a child isn&#39t developmentally ready to handle-aren&#39t readily available. The child perceives that he or she has little control over what happens. There seems to be no reprieve, no cavalry coming, no end in sight. This is the space many kids live in today, whether they are obviously at-risk students like Adam, or seemingly high-functioning kids like Zara. Toxic stress does not prepare kids for the real world. It damages their ability to thrive. To return to rat studies for a moment, when rat pups were taken from their mothers not for fifteen minutes but for three hours a day, the experience was so stressful that when they were returned to their mothers, the rat pups didn&#39t interact with them. They remained easily stressed for the rest of their lives.
Revue de presse
“Instead of trusting kids with choices. . . many parents insist on micromanaging everything from homework to friendships. For these parents, Stixrud and Johnson have a simple message: Stop. Instead of thinking of yourself as your child&#39s boss or manager, try consultant.” —NPR

“William Stixrud and Ned Johnson focus on the ways that children today are being denied a sense of controlling their own lives—doing what they find meaningful, and succeeding, or failing, on their own. Screen time, the authors say, is part of the problem, but so are well-meaning parents and schools, who are unwittingly taking from children the opportunities they need to grow stronger, more confident, and more themselves.” – Scientific American 

“If there’s one book I’d recommend to parents who are raising children of all ages—I’m talking preschool to 12th grade—this is the book.” –Atomic Moms

""In trying too hard to control their children, too often parents have unwittingly become part of the problem they&#39re trying to solve. Combining deep insights from clinical practice and educational coaching, Stixrud and Johnson have written a penetrating account of the chronic problems that many families now face and an incisive, practical guide to what parents can do to relieve them. . . An essential book for parents and educators everywhere."" —Sir Ken Robinson PhD, Educator and New York Times Best Selling Author, Creative Schools

""If you still have questions about whether or not excessive pressure and a narrow version of success are truly harming our children, The Self-Driven Child is an absolute must-read. While most books on the impact of stress on child development offer anecdotes and clinical examples, Stixrud and Johnson make it clear that it is now research that explains why kids don’t thrive under our current priorities. A healthy child needs a healthy brain.  Not only do they produce the evidence that shows why unremitting achievement pressure is toxic to our children, they also show us what the alternative would look like.  It is not an overstatement to say that this is one of the most radical and important books on raising healthy, resilient, purpose-driven kids."" —Madeline Levine, PhD., author of The Price of Privilege and Teach Your Children Well
 
""Compelling, revolutionary, and wise, The Self-Driven Child empowers parents with the courage, the tools, and the mindset to reduce toxic stress, and to foster our child’s capacity for resilience, success, and optimal development. Its message—that we should trust kids to have more control over their own lives—is one every parent needs to hear."" —Tina Payne Bryson, PhD, co-author of The Whole Brain Child and The Yes Brain

 “Sometimes the most helpful thing we can do as parents is to parent our children a little less. This humane, thoughtful book turns the latest brain science into valuable practical advice for parents on how to pull back, when to engage and when to let go. Read it. Your children will thank you.” —Paul Tough, New York Times bestselling author of How Children Succeed

“This serious and probing look at how to give our children the right kinds of independence shows us how much power we have to ensure they can function optimally.  It is a book about how to make our children more meaningfully independent, and to set ourselves free in the process.” —Andrew Solomon, author of Far from the Tree
 
""The Self-Driven Child will guide parents to the sweet spot between helicopter and hands-off parenting. Stixrud and Johnson ground their clear and practical advice in cutting-edge research and years of experience working with young kids and teens. An invaluable resource for the thinking parent."" —Lisa Damour, PhD,  author of Untangled

""A battleplan to attack the anxiety that&#39s devouring kids and decimating their native potential, this extraordinary book shines a light into the darkness of test dread, chronic sleeplessness, 24/7 social-media &#39beauty pageants&#39 and the full array of stress-induced forces that undermine children. But Stixrud and Johnson do more than identify the demons -- they slay them. Read this incisive, witty, deeply-researched book and help your child bend toward the sunlight of learning and self-directed joy. A must read."" —Ron Suskind, Pulitzer Prize-winning journalist and author of Life, Animated

“Stixrud and Johnson combine science and compassion to make the case that parental over-control is eroding our kids’ confidence, competence and mental health. Accessible, compelling and richly researched, The Self Driven Child reveals the clear links between the stresses of competitive schooling and the anxiety and depression that are so widespread in kids today. This urgently-needed book has the potential to revolutionize the way we parent.” —Judith Warner, author of A Perfect Madness: Motherhood in the Age of Anxiety

“Remember all the time you spent doing something just for fun and it wasn&#39t a class or an organized sport? No grades? No trophies? That turns out to be what kids need to succeed. &#39Self-driven&#39 time.” – Lenore Skenazy, author of Free Range Kids

“As parents we wonder, &#39How can I help my kids learn to make good decisions?&#39  This lucidly written, deeply insightful, and highly engaging book—the best parenting book I’ve read in a long time—takes the mystery out of that process.  All the chapters—on why a sense of control is so important for kids, how to help kids develop their inner drive, the need to tame technology, and how you can teach even young children to understand and influence the working of their brain—give you the science behind the authors’ recommendations and action steps you can immediately take in your family.  We learn what good guidance looks like: how to help kids make thoughtful choices, handle stress, and grow in confidence that they can positively affect the course of their lives.  As Stixrud and Johnson make crystal clear, raising a &#39self-driven&#39 child doesn’t mean doing less as a parent; it actually means doing more—but in a collaborative, mutually respectful relationship that’s more rewarding for both parent and child.  You’ll still be a critically important authority figure, but also a consultant who asks questions like &#39What’s your Plan B if Plan A doesn’t work out?&#39  You’ll be a parent who helps your child develop what the Greeks considered the master virtue: good judgment. That’s a gift that will last a lifetime. “ —Thomas Lickona, Ph.D., author of Character Matters and How to Raise Kind Kids
 
“This is the book we’ve all been waiting for. As a psychologist specializing in anxiety and stress in children, I have witnessed first-hand the fundamental change that children experience once they learn to face their fears and find the inner drive to take charge of their lives. The resulting sense of agency is transformative, and stays with them. This book offers solid and clear advice on how to create opportunities for our children to discover their own drive and develop that internal locus of control that is necessary to thrive in adulthood. More than ever, parents need the clarity and guidance so effectively expressed in The Self-Driven Child. Each chapter ends with a summary called &#39What To Do Tonight,’ which explains how to apply the information in a practical and relatable way. This book will give parents much-needed insights into the child’s experience and how to facilitate the very best conditions to set them up for a rewarding and successful future."" --Bonnie Zucker, Psy.D., Author of Anxiety-Free Kids and Take Control of OCD

“A nuanced and enormously insightful look into the struggles facing so many children and teens… A wonderful resource for contemporary parenting, this title should knock less relevant child-raising guides right off the shelf.” —Booklist
 
""Stixrud and Johnson provide compassionate, well-supported suggestions and strategies for parents to help their kids deal with ever-more-competitive academics and extracurriculars. The authors make a highly persuasive case for how parents can help their children segue from feeling stressed and powerless to feeling loved, trusted, and supported."" —Publishers Weekly

En lire plus",,,,
Michael Nehls MD PhD,"“If Dr. Nehls is right, his theory here will be as important as Dr. Sigmund Freud’s discovery of the subconscious, if not more so.”
—From the foreword by Naomi Wolf, author of The Bodies of Others
 
“Michael Nehls has written a provocative book arguing that the COVID-19 generation in particular will ultimately be deficient in memory and cognition, due to the combination of brainwashing and toxic exposures, launched by a self-appointed technocratic elite group and applied to all of humanity. The book provides detailed scientific support for the direct effects on the hippocampus that lead to these dire outcomes. Fascinating and terrifying at the same time.""
—Stephanie Seneff, senior research scientist, MIT
 
“A brilliant expose of the globalists’ dark agenda and the manipulative neurological tactics they’re using to achieve it. If you want to truly know your enemy, this masterful unmasking of indoctrination is a must-read.”
—Monica Crowley, PhD, news analyst and former assistant secretary of the US Treasury
 ",https://m.media-amazon.com/images/S/amzn-author-media-prod/g4ilp5rcqeco1lc7mru8r06b78._SY600_.jpg,,,
Nathalie Hanot,"Nathalie Hanot est psychologue formée à diverses approches, dont l&#39hypnose, la thérapie familiale, l&#39accompagnement du deuil et du burnout et l&#39animation d&#39atelier de journal créatif MD ( école du Jet d&#39Ancre). Nathalie Hanot est belge et vit en Belgique,près de Bruxelles.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Gabor Maté,"Revue de presse
Gabor Maté’s connections―between the intensely personal and the global, the spiritual and the medical, the psychological and the political―are bold, wise and deeply moral. He is a healer to be cherished ― Naomi Klein, author of No Logo and The Shock Doctrine

Rare and refreshing. . . . Here you will find family stories, an accessible description of brain development and sound information. You will also find hope ― Globe and Mail

His medical background and lucid writing style make complex biological processes accessible to non-scientific readers ― The Gazette (Montreal)

An insightful read that makes you realise that without your health nothing really matters ― The Sun
Quatrième de couverture
Can a person literally die of loneliness? Is there a connection between the ability to express emotions and Alzheimer’s disease? Is there such a thing as a ‘cancer personality’?

Drawing on deep scientific research and Dr Gabor Maté’s acclaimed clinical work, When the Body Says No provides the answers to critical questions about the mind-body link – and the role that stress and our emotional makeup play in an array of common diseases.




En lire plus",https://m.media-amazon.com/images/S/amzn-author-media-prod/bkrbmqdvtpr7po7t1m88nog0t3._SY600_.jpg,,,
Francis Weller,"“In The Wild Edge of Sorrow Francis Weller offers his readers a breath-taking and dramatic journey of inner discovery into personal pain resolution, planetary healing, and soul development. It is an essential publication—one that offers precious guidance and insight for those who are strong enough, as well as mature enough, to probe and challenge the darkness.”
—Spirituality Today
 
“The Wild Edge of Sorrow marries uncommon compassion with clear-eyed discernment in its invitation to the reader to become a soul activist in a soul-devouring culture. It is a comprehensive manual for conscious grieving and opening to the unprecedented joy and passion that result from embracing our sorrow.”
—Carolyn Baker, PhD, author of Love in the Age of Ecological Apocalypse and Collapsing Consciously
 
“The Wild Edge of Sorrow is extraordinary, and explores the ongoing pain of separation from community and nature that we all feel. Reading Weller’s book, I&#39ve realized that we have a lot of unprocessed grief to share. This book will be a gift to many.”
—Charles Eisenstein, author of The More Beautiful World Our Hearts Know is Possible

“Weller guides us into the difficult geography of sorrow and helps us find our way back to our souls. He brings much-needed medicine to a culture that relies upon distraction and anesthesia to cope with the daily losses that surround us.”
—Malidoma Somé, author of The Healing Wisdom of Africa: Finding Life Purpose Through Nature, Ritual, and Community
 
“This book rings a shivering bell of hope: that, when lifted by ritual and fellowship, the moist ground of grief actually contains a treasury of gifts that are our ancestral birthright. A delightful wisdom shines through every page of The Wild Edge of Sorrow.”
—Martin Shaw, author of A Branch From The Lightning Tree

“This book is not only a map to navigate some of the most tender and difficult regions of the psyche, but a work of literary art.”
—Kim Rosen, author ofSaved by a Poem: The Transformative Power of Words

“Quite possibly the best guidebook ever crafted on the art of grieving, this volume is also a brilliant and poetic handbook for becoming fully human, more exquisitely alive, and more able to contribute to cultural change. The Wild Edge of Sorrow invites us into the very heart of sorrow, profound healing, and a deepened communion with each other and Earth.”
—Bill Plotkin, author ofWild Mind: A Field Guide to the Human Psycheand Soulcraft: Crossing into the Mysteries of Nature and Psyche
 
""This book is a work of beauty: beauty in its language, its poetic sensibility, in its deep insights into the nature of loss and its effect on the human soul. Weller&#39s book is, finally, a healing balm. It shows how our tears may be the redemptive waters we have needed for so long.""
—Roger Housden, author ofTen Poems to Say Goodbye

""Francis Weller’s book, The Wild Edge of Sorrow is so deeply honest, insightful, and hopeful. His style of writing and speaking is poetic, and yet one feels as though they are in conversation with a neighbor. Should you purchase the book, read it with a pen by your side. You’ll want to underline and remember the rich prose on every page.""
—Marianna Cacciatore, author ofBeing There for Someone in Grief

""The warmth of Weller’s voice and his beautiful language, will speak directly to your soul, in a way your soul has longed to feel embraced.  His words will open your heart to receive your own most tender and vulnerable feelings as a gift to be cherished as they may bring forth a new depth of connection to the soul of the world."" 
—Dr. Risa Kaparo, author ofAwakening Somatic Intelligence",https://m.media-amazon.com/images/S/amzn-author-media-prod/s2qai4lnp3pedcl219gl12412m._SY600_.jpg,,,
Merton Corey,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png,,,
Dr Daniel G. Amen,"Dr Daniel G Amen is a clinical neuroscientist, psychiatrist, and brain-imaging expert who heads the world-renowned Amen Clinics. The Washington Post called Dr Amen the most popular psychiatrist in America, and Sharecare named him the Web&#39s No. 1 most influential expert and advocate on mental health. He is a distinguished fellow of the American Psychiatric Association and a ten-times New York Times&#39 bestselling author whose titles include Change Your Brain, Change Your Life; Magnificent Mind at Any Age; Unleash the Power of the Female Brain; Change Your Brain to Change Your Age and Change Your Brain to Change Your Body. He is also an internationally recognised keynote speaker and the host of ten US public television specials about the brain.",https://m.media-amazon.com/images/S/amzn-author-media-prod/gn9kukgpgumq748jvm4l6ecl3g._SY600_.jpg,,,
Florian Vezzoli,,https://m.media-amazon.com/images/S/amzn-author-media-prod/iph3iismsjnfr4r0fol4bkk7mk._SY600_.jpg,,,
