Nom,Prix,Description,Isbn,Photo,Editeur,Auteur,Categorie
Guider en premier de cordée: S’inspirer de la haute montagne pour construire un leadership résilient et durable,24.99,"Une nouvelle méthode de management basée sur le métier de guide en haute montagne !
Faire émerger de nouvelles méthodes de leaderships, changer de modèle managérial... Face à des attentes nouvelles, les injonctions à revoir les pratiques entrepreneuriales sont nombreuses. Mais quel modèle suivre ? Comment penser et implémenter concrètement ces changements ? Fort de son expérience en haute montagne et comme dirigeant, Blaise Agresti propose une approche inédite du leadership : faire appel aux savoir-faire de métiers dont le danger, le risque et l&#39incertitude sont la normalité. Il établit ainsi un parallèle entre les métiers de la montagne et celui de leader en entreprise : le guide de montagne, responsable de sa cordée, prépare des expéditions et motive ses collaborateurs en toutes circonstances ; le secouriste apporte des solutions pour apaiser chacun dans des situations de crise. L&#39auteur partage les concepts clés du modèle managérial pragmatique et frugal qu&#39il a construit sur la base de ces deux métiers et invite le lecteur à réfléchir à ce nouveau type de leadership. S&#39inspirer des guides et des secouristes de haute montagne pour construire un leadership résilient et durable !",978-2804723910,https://m.media-amazon.com/images/I/61G1ji+PtjL._SY522_.jpg,Mardaga (17 mars 2022),Blaise Agresti,Croissance et crise
,10.13,,,,,,Croissance et crise
"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",8.54,"Brand-new tools to unlock your brain&#39s potential! This expanded edition of the New York Times and #1 Wall Street Journal bestseller includes chapters on A.I., nootropics, discovering your brain type, and more.
For over 30 years, Jim Kwik, the world-renowned brain coach, has been the secret weapon of success for a diverse range of high achievers, including actors, athletes, CEOs, and business pioneers. In Limitless, he reveals science-based practices and field-tested tips to accelerate self-learning, communication, memory, focus, recall, and speed reading to create amazing results.
In this expanded edition, you&#39ll find four new chapters:
How to harness A.I. (Artificial Intelligence) to boost H.I. (Human Intelligence)",978-1401968717,https://m.media-amazon.com/images/I/71YKosk1-8L._SY522_.jpg,Hay House Inc; Expanded édition (14 novembre 2023),Jim Kwik,Croissance et crise
Who: The A Method for Hiring,12.94,"In this instant New York Times Bestseller, Geoff Smart and Randy Street provide a simple, practical, and effective solution to what The Economist calls “the single biggest problem in business today”: unsuccessful hiring. The average hiring mistake costs a company $1.5 million or more a year and countless wasted hours. This statistic becomes even more startling when you consider that the typical hiring success rate of managers is only 50 percent.

The silver lining is that “who” problems are easily preventable. Based on more than 1,300 hours of interviews with more than 20 billionaires and 300 CEOs, Who presents Smart and Street’s A Method for Hiring. Refined through the largest research study of its kind ever undertaken, the A Method stresses fundamental elements that anyone can implement–and it has a 90 percent success rate.

Whether you’re a member of a board of directors looking for a new CEO, the owner of a small business searching for the right people to make your company grow, or a parent in need of a new babysitter, it’s all about Who. Inside you’ll learn how to

• avoid common “voodoo hiring” methods
• define the outcomes you seek
• generate a flow of A Players to your team–by implementing the #1 tactic used by successful businesspeople
• ask the right interview questions to dramatically improve your ability to quickly distinguish an A Player from a B or C candidate
• attract the person you want to hire, by emphasizing the points the candidate cares about most

In business, you are who you hire. In Who, Geoff Smart and Randy Street offer simple, easy-to-follow steps that will put the right people in place for optimal success.",978-0345504197,https://m.media-amazon.com/images/I/51lnxYC7KJL._SY522_.jpg,Ballantine Books; 1er édition (30 septembre 2008),Geoff Smart,Croissance et crise
Les Marchés mondiaux - 2002,19.41,"Le XXe siècle s&#39était terminé le 9 novembre 1989 avec la chute du Mur de Berlin. Le 11 septembre 2001 marque symboliquement la fin de cette première décennie du XXIe siècle, celle de la mondialisation "" heureuse "" et de la nouvelle économie. Les attentats de New York et de Washington ont été le révélateur d&#39un retournement économique majeur et l&#39occasion d&#39une remise en cause profonde des politiques tant nationales qu&#39internationales. Quelques semaines plus tard, la faillite d&#39Enron a ébranlé un peu plus les marchés, leur fonctionnement et au-delà tout le système de régulation mondial. Ce sont là les problématiques majeures analysées dans le Rapport Cyclope 2002, le rendez-vous annuel de ceux que passionne l&#39univers fluctuant et instable de ces marchés qui font l&#39actualité de l&#39économie mondiale. Négociations de Doha, guerre de l&#39acier, crise du pétrole, nouvelle politique agricole américaine sont quelques-uns des thèmes abordés aussi par l&#39équipe de Cyclope. Mais Cyclope c&#39est aussi une analyse exhaustive de tous les marchés de commodités de l&#39acier au zinc, de l&#39art à l&#39uranium, intégrant dans chaque cas les données statistiques les plus récentes.",978-2717844597,https://m.media-amazon.com/images/I/41CXftXWOlL.jpg,Economica (24 mai 2002),Philippe Chalmin,Croissance et crise
Histoire de l&#39économie mondiale: Des chasseurs-cueilleurs aux cybertravailleurs,19.73,"Raconter et décrypter l’histoire économique du monde, des origines à nos jours, des chasseurs-cueilleurs aux cybertravailleurs, tel est le pari de cette oeuvre majeure.
En analysant l’évolution des théories et des politiques économiques mondiales, Jean-Marc Daniel bat en brèche bien des idées reçues. Loin d’opposer travail et capital, il s’attaque aux conséquences néfastes des actions prédatrices des « oisifs », bureaucrates publics ou privés,
qui agissent au détriment de la valeur créée par les « productifs », ouvriers, agriculteurs, entrepreneurs.
Depuis l’origine des civilisations jusqu’au XXIe siècle, de Tibère à Xi Jinping et Joe Biden, l’auteur dresse le panorama passionnant d’une économie qui, de crise en crise, engendre de nouveaux modèles.",979-1021056237,https://m.media-amazon.com/images/I/61pc2RhxBvL._SY522_.jpg,TALLANDIER (5 janvier 2023),Jean-Marc Daniel,Croissance et crise
La macroéconomie en 24 fiches: Licences 1 et 2,18.95,"Les grandes questions macroéconomiques en 24 fiches synthétiques, avec exercices et corrigés pour se tester.
Ces fiches de révision proposent une synthèse des grandes questions macroéconomiques qui sont soumises à un étudiant en licence et qui doivent être maitrisées pour mener par la suite des réflexions plus analytiques. Les ?ches de cours illustrées suivies d’exercices corrigés en détail assurent la bonne compréhension des notions fondamentales et la véri?cation de l’acquisition des connaissances.
Chaque fiche contient :
> des rappels de cours afin de réviser les points essentiels.
> des points de méthodologie, d’attention et des astuces.",978-2807337480,https://m.media-amazon.com/images/I/71SX77H+wiL._SY522_.jpg,DE BOECK SUP; 2e édition (30 août 2022),Marion Dieudonné,Croissance et crise
What Every BODY is Saying: An Ex-FBI Agent&#39s Guide to Speed-Reading People,19.38,"OVER 1 MILLION COPIES SOLD
Joe Navarro, a former FBI counterintelligence officer and a recognized expert on nonverbal behavior, explains how to ""speed-read"" people: decode sentiments and behaviors, avoid hidden pitfalls, and look for deceptive behaviors. You&#39ll also learn how your body language can influence what your boss, family, friends, and strangers think of you. 
Read this book and send your nonverbal intelligence soaring. You will discover:
The ancient survival instincts that drive body language
Why the face is the least likely place to gauge a person&#39s true feelings
What thumbs, feet, and eyelids reveal about moods and motives",978-0061438295,https://m.media-amazon.com/images/I/71byaqPnXsL._SY522_.jpg,William Morrow Paperbacks (15 avril 2008),Joe Navarro,Croissance et crise
Le Mindset pour Vendre: Des idées simples pour radicalement changer ton état d’esprit et obtenir plus de succès en vente,13.08,"""Celui qui a une idée et qui ne sait pas la vendre n’est pas plus avancé que celui qui n’a pas d’idées."" – Abraham LINCOLN
Si tu trouves que tes résultats commerciaux ne sont pas à la hauteur de tes attentes et sont incertains,
Si tu trouves que tes ventes stagnent, que les décisions de tes prospects s&#39allongent voire pire ne sont pas prises,
Si tu trouves que tes échanges avec tes prospects ne donnent pas les bons résultats,
Si tu souhaites conclure plus d&#39affaires au meilleur prix, ce livre est pour toi.

Il n&#39existe pas de baguette magique dans la vente, tu peux oublier les recettes miracles mais tu as les ressources en toi, la solution est à portée de main ! Entre tes deux oreilles ! Oui ton état d&#39esprit peut t&#39aider à vendre.",979-8367254310,https://m.media-amazon.com/images/I/51qBzXMYokL._SY522_.jpg,Independently published (6 décembre 2022),Olivier GUERIN,Croissance et crise
The Founder&#39s Mentality: How to Overcome the Predictable Crises of Growth,30.95,"A Washington Post Bestseller
Three Principles for Managing--and Avoiding--the Problems of Growth
Why is profitable growth so hard to achieve and sustain? Most executives manage their companies as if the solution to that problem lies in the external environment: find an attractive market, formulate the right strategy, win new customers.
But when Bain & Company&#39s Chris Zook and James Allen, authors of the bestselling Profit from the Core, researched this question, they found that when companies fail to achieve their growth targets, 90 percent of the time the root causes are internal, not external--increasing distance from the front lines, loss of accountability, proliferating processes and bureaucracy, to name only a few. What&#39s more, companies experience a set of predictable internal crises, at predictable stages, as they grow. Even for healthy companies, these crises, if not managed properly, stifle the ability to grow further--and can actively lead to decline.",978-1633691162,https://m.media-amazon.com/images/I/61NXiOzVANL._SY522_.jpg,Harvard Business Review Press (7 juin 2016),Chris Zook,Croissance et crise
"Developing Your Influencing Skills: How to Influence People by Increasing Your Credibility, Trustworthiness and Communication Skills, Lots of Exercises and Case Studies Free Downloadable Workbook",9.32,"Developing Your Influencing Skills: How to Influence People by Increasing Your Credibility, Trustworthiness and Communication Skills. This book will give you the keys to successfully increase your influence at work and at home. It explains how becoming more influential is about developing a set of beliefs and behaviours that make you a more influential force. We have identified 7 traits that influential people share and, the good news is, they can be developed. Full description",978-1849370226,https://m.media-amazon.com/images/I/71ugmqDkj8L._SY522_.jpg,Universe of Learning Ltd (4 février 2010),Deborah Dalley,Croissance et crise
Loved: How to Rethink Marketing for Tech Products,14.18,"Most tech companies get marketing wrong because they don&#39t know how to do product marketing right. The next in the bestselling SVPG series, LOVED shows what leaders like Apple, Netflix, Microsoft, and Salesforce do well and how to apply it to transform product marketing at your company.
The best products can still lose in the marketplace. Why? They are beaten by products with stronger product marketing. Good product marketing is the difference between ""also-ran"" products versus products that lead. And yet, product marketing is widely misunderstood. Although it includes segmenting customers, positioning your product, creating product collateral, and supporting sales teams, great product marketing achieves much more. It directs the best way to bring your product to market. It shapes what the world thinks about your product and category. It inspires others to tell your product&#39s story.",978-1119703648,https://m.media-amazon.com/images/I/71JGnUdqC5L._SY522_.jpg,John Wiley & Sons Inc (11 avril 2022),Martina Lauchengco,Croissance et crise
"Mon Kit Documentaire ISO 9001- ISO 14001 - ISO 45001: Toute la documentation du Système de management intégré, Qualité, Environnement et Santé et ... contient des Procédures Processus",11.27,"Ce kit documentaire de 417 pages regroupe un Système de management intégré, Qualité, Environnement et Santé et sécurité au travail.
Il comprend également une version électronique gratuite modifiable (Word et Excel …) avec plus d’outils relatifs au système de management intégré, Qualité, Environnement et Santé et sécurité, pour cela commandez vote livre et contactez-nous par email à l’adresse suivante : qhseed@gmail.com
Ce kit permet aux débutants, étudiants, stagiaire et même aux professionnels de mettre en place un système de management de la qualité ISO 9001: 2015, ISO 14001: 2015 et 45001:2018 à partir de zéro.
Ce kit documentaire contient tous les modèles de procédures, processus, carte d’identité, formulaires, des listes de contrôle, registres, plans et plein d’autres outils.
Ce kit documentaire vous permet de lancer votre:
•Démarche de management de qualité selon la norme ISO 9001:2015
•Démarche de management environnementale selon la norme ISO 14001:2015
•Démarche de management de sécurité au travail ISO 45001 : 2018
Ce kit documentaire permet de
•Créer votre documentation ISO 9001:2015, ISO 14001:2015 et ISO 45001 : 2018
•Accéder rapidement à la certification ISO 9001:2015, ISO 14001:2015 et ISO 45001 : 2018
•Bénéficier d’un système de management de la qualité ISO 9001-14001-45001 simple et adapté aux besoins de l’entreprise.
•Economisez jusqu&#39à 80% de votre temps et de votre argent.",979-8790154324,https://m.media-amazon.com/images/I/61Ef0U5Z5KL._SY522_.jpg,Independently published (25 décembre 2021),QHSE Editions,Croissance et crise
,10.95,,,,,,Croissance et crise
L&#39entreprise contributive: Concilier monde des affaires et limites planétaires,18.9,"Prix du livre INfluencia - The Good, 2021
Trophée de la Transversalité - Catégorie Management - France Processus, 2023

Environnement, climat, société : face à l&#39urgence, un manifeste engagé, des pistes concrètes et des exemples actuels et inspirants pour redéfinir une politique de contribution globale positive des entreprises à la société.

L’Entreprise contributive a l’ambition d’être un révélateur d’évidences pour agir. Il se veut être le premier ouvrage qui donne les clés de la réinvention de l’entreprise afin qu’elle contribue à la matérialité du ""monde d’après"".

Préface de",978-2100843626,https://m.media-amazon.com/images/I/71B3ccG+4sL._SY522_.jpg,Dunod (4 mai 2022),Fabrice Bonnifet,Croissance et crise
"The Ultimate Guide to Storytelling in Business: A Proven, Seven-step Approach to Deliver Business-critical Messages With Impact",15.28,"A one-stop shop for everything that you need to know about storytelling in business.
How often have you had to deliver a pitch, convey a message or empower an audience with only one chance to get it right? Perhaps a job interview, an important sales presentation, or the announcement of major changes within your organization? Have you ever had a powerful idea that was never adopted because your peers didn&#39t recognize its value?
Storytelling is mission-critical to the advancement of our careers and our businesses.
In the book, you&#39ll learn how to create compelling presentations, write persuasive reports, and convey important messages in meetings with stories that capture the attention of your audiences.",978-1394234578,https://m.media-amazon.com/images/I/71BuOKhU16L._SY522_.jpg,John Wiley & Sons Inc (22 février 2024),Samir Parikh,Croissance et crise
Hacking Growth: How Today&#39s Fastest-Growing Companies Drive Breakout Success,14.71,"&#39a compelling methodology... to increase market share quickly&#39 -- Eric Ries, bestselling author of THE LEAN STARTUP

&#39a must-read for anyone in business&#39 -- James Currier, managing partner, NFX Guild

&#39will teach you how to think like a marketer of tomorrow&#39 -- Josh Elman, partner, Greylock Partners


Growth is now the first thing that investors, shareholders and market analysts look for in assessing and valuing companies.

HACKING GROWTH is a highly accessible, practical, method for growth that involves cross-functional teams and continuous testing and iteration. Hacking Growth does for marketshare growth what THE LEAN STARTUP does for product development and BUSINESS MODEL GENERATION does for strategy. HACKING GROWTH focuses on",978-0753545379,https://m.media-amazon.com/images/I/81qcGYaWynL._SY522_.jpg,Virgin Books; 1er édition (27 avril 2017),Morgan Brown,Croissance et crise
Futures Thinking in Asia and the Pacific: Why Foresight Matters for Policy Makers,28.01,"This handbook shows how the Asian Development Bank (ADB) piloted futures thinking and foresight to understand entry points to support transformational change and ﬁnance the future of Asia and the Paciﬁc.
Futures thinking and foresight is a powerful planning approach that can help the region meet economic, political, social, and environmental and climate change challenges. The publication compiles lessons from an ADB initiative to apply futures and foresight tools in Armenia, Cambodia, Kazakhstan, Mongolia, the People&#39s Republic of China, the Philippines, and Timor-Leste. Futures terminology is introduced as are specific tools such as emerging issues analysis, scenario planning, and backcasting. It also describes how futures and foresight tools were applied in the countries.",978-9292621810,https://m.media-amazon.com/images/I/61BimtSvylL._SY522_.jpg,Asian Development Bank (30 juin 2020),Asian Development Bank,Croissance et crise
Build Your Podcast!: Le tremplin pour construire un business rentable,18.9,"Faites-vous entendre avec le podcasting... faites rayonner votre entreprise !

Vous souhaitez développer un business rentable et/ou trouver une nouvelle façon de créer une communauté ou de la fidéliser? Vous n’êtes pas à l’aise avec la vidéo? Vous êtes plutôt introverti? Vous voulez plus de proximité avec votre audience et mettre plus en avant la personnalité qui se trouve derrière votre business?
Le podcasting est la stratégie qu’il vous faut développer si vous voulez devenir un entrepreneur inspirant et visible!
Safia Gourari vous propose ici une méthodesimple et accessible qui boostera votre stratégie de croissance grâce au podcast. Au programme:",978-2311626100,https://m.media-amazon.com/images/I/61rFv0A6VKL._SY522_.jpg,VUIBERT; 1er édition (30 août 2022),Safia Gourari,Croissance et crise
The Sovereign Individual: Mastering the Transition to the Information Age,24.79,"Two renowned investment advisors and authors of the bestseller The Great Reckoning bring to light both currents of disaster and the potential for prosperity and renewal in the face of radical changes in human history as we move into the next century.

The Sovereign Individual details strategies necessary for adapting financially to the next phase of Western civilization.

Few observers of the late twentieth century have their fingers so presciently on the pulse of the global political and economic realignment ushering in the new millennium as do James Dale Davidson and Lord William Rees-Mogg. Their bold prediction of disaster on Wall Street in Blood in the Streets was borne out by Black Tuesday. In their ensuing bestseller,",978-0684832722,https://m.media-amazon.com/images/I/71jWIKyzPdL._SY522_.jpg,Touchstone (26 août 1999),James Dale Davidson,Croissance et crise
