Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Carnage,15.04,"Des hordes de chauves-souris qui se nourrissent de sang, une bibliothèque hantée par les personnages des livres qu'elle contient, un village fantôme recouvert d'éclats de miroirs brisés, une jolie jeune femme au visage mystérieusement ensanglanté, une chanson qui pousse à la folie...
Ressortirez-vous indemne du terrible jeu de massacre orchestré par Junji Ito ?
Cette édition bénéficie d'une préface du dessinateur Luz (Catharsis, Vernon Subutex, Testosterror) et d'une analyse en fin d'ouvrage par Morolian, spécialiste francophone de l'auteur.",978-2382815588,https://m.media-amazon.com/images/I/918Z0l9WRsL._SY522_.jpg,Mangetsu; Illustrated édition (24 janvier 2024),Junji Ito
Love Mix-Up - Tome 9 (VF) Édition Collector,13.99,,978-2385690267,https://m.media-amazon.com/images/I/619B8yKVZoL._SY522_.jpg,Akata (11 juillet 2024),Wataru Hinekure
Comment Raeliana a survécu au manoir Wynknight - Tome 4,12.15,"Se réincarner dans un roman à succès, il y a de quoi s'enthousiasmer ! Sauf si vous êtes assassiné.
Décidée à ce que l'histoire originale suive son cours, Raeliana a pris la décision de mettre un terme à ses fiançailles, au grand désarroi de Noah. C'est sans compter sur l'intervention du roi, et demi-frère du duc, résolu à découvrir les véritables intentions de la jeune femme lors d'un bal masqué. Mais Raeliana est loin de s'imaginer qu'en y assistant, sa vie sera en danger...",978-2494102521,https://m.media-amazon.com/images/I/717Aad3M+AL._SY522_.jpg,Kotoon; Illustrated édition (18 avril 2024),Milcha
L'amour est dans le thé - Tome 03,7.9,"Le projet d'organiser des mariages dans les champs pour promouvoir le thé d'Isshin est tombé à l'eau ! Chako, qui voulait contribuer à l'essor de la plantation, déprime après l'avoir mise dans une situation délicate. Isshin élabore donc un plan pour résoudre leur problème, mais le prix à payer sera plus grand qu'ils l'imaginent !
Confrontés à une crise majeure imminente dans leur vie de jeunes mariés, nos faux tourtereaux verront leur “amour” mis à l'épreuve !",978-2344058626,https://m.media-amazon.com/images/I/81gOxseb8hL._SY522_.jpg,Glénat Manga; Illustrated édition (15 mai 2024),Umebachi Yamanaka
La dresseuse sans étoiles parcourt le monde - Tome 04,6.95,"Plus de 600 000 tomes vendus au Japon !

Ivy a quitté Latomé et part pour son prochain objectif : la ville d'Otolwa. Au cœur de la forêt, elle rencontre un groupe d'aventuriers nommé « la Lame de Feu » avec qui elle décide de faire un bout de chemin, tout en gardant Sora et l'Adandala cachés. Mais après un début de voyage très animé au sein de ce groupe d'aventuriers à forte personnalité, Ivy commence à se sentir observée...

L'aventure entre survie et réconfort de la plus faible des dresseuses et du plus faible des slimes !",978-2382753453,https://m.media-amazon.com/images/I/91cSCqVE2kL._SY522_.jpg,Meian; Meian (Collection Shôjo) édition (22 mai 2024),Tou Fukino
"Nana, tome 1",7.29,"Ces deux jeunes filles s'appellent Nana. Elles ont le même âge, éprouvent toutes deux une grande attirance pour Tokyo, et font très attention à leur look. La première est une étudiante rêveuse et tête en l'air, à la recherche désespérée du prince charmant. Quant à l'autre, plus déterminée et solitaire, c'est grâce à son premier amour qu'elle est devenue chanteuse dans un groupe de rock amateur. Toutes deux ont pour objectif d'aller s'installer à Tokyo...à savoir Des personnages influencés par les dernières modes tokyoïtes, et d'ailleurs habillés par des stylistes de ""Shibuya"", le quartier à la mode o Un ""shôjo manga"" (manga pour filles) à lire plutôt en couple ! o L'un des plus gros succès actuels au Japon (une série animée est en préparation).",978-2840559573,https://m.media-amazon.com/images/I/91gNO2cThGL._SY522_.jpg,Delcourt/Tonkam (11 octobre 2002),Yazawa Aï
Vampire Knight Mémoires T09,15.89,"Avec la disparition de l'empereur (l'éminence grise qui alimentait le conflit entre humains et vampires) la paix semble être proche. Pour consolider cette réconciliation fragile, Aï doit se résoudre à un mariage politique qui n'est pas du goût de tous. Un désir endormi s'éveille chez Kaname, après avoir écouté patiemment le récit du parcours millénaire d'Aï et Ren. Nul besoin de présenter Vampire Knight, l'un des shôjos les plus appréciés des lecteurs du monde entier. Mémoires lève le voile sur ce qui s'est passé après le dernier tome de Vampire Knight, pour le plus grand bonheur de tous les fans de la série.",979-1039124348,https://m.media-amazon.com/images/I/71BYtPWrZ-L._SY522_.jpg,Panini; Illustrated édition (24 avril 2024),Matsuri Hino
"Sakura, Saku - Tome 6",7.1,Pensez aux autres n'est pas un défaut ! Surtout en amour...,978-2505126409,https://m.media-amazon.com/images/I/71tsqeedm6L._SY522_.jpg,KANA (7 juin 2024),Io Sakisaka
Mochi et compagnie T03,7.2,"Les aventures rocambolesques de Mochi l’intraterrestre et ses amis continuent !
Et cette fois, c’est une grande admiratrice du petit être tout rond qui débarque à la surface. Comment se fait-il que la fine équipe soit si connue sous terre ? De son côté, Yamato arrivera-t-il à déclarer ses sentiments à Yûka avant la fin du collège et l’inévitable séparation ? Mais c’est sans compter la petite Akari, qui veille au grain : Yûka DOIT devenir sa belle-sœur !
Découvrez les aventures de Mochi, dans cette série élue meilleur manga jeunesse au Japon !",978-2373495409,https://m.media-amazon.com/images/I/812427Sq29L._SY522_.jpg,Nobi Nobi; Illustrated édition (3 février 2021),Hiromu Shinozuka
Et plus si affinités ? - (Coffret intégrale),9.54,"Et plus si affinités ? est une série adorable, mettant en scène deux adolescents déjà en couple. Avec humour et réalisme, Akari Hatta signe une romance aussi efficace que bienveillante.
Minami est une fille sérieuse, issue d'une famille aux règles strictes. Toutefois, en secret, elle fréquente depuis quelque temps le beau Tôdô, qu'elle a rencontré à son petit boulot. De quatre ans son aîné, Tôdô se montre très peu tactile à l'égard de sa petite amie... Minami a pourtant très envie que leur relation passe à la vitesse supérieure, mais elle ne sait pas comment le lui dire. Jusqu'au jour où, malencontreusement, elle laisse traîner au travail un des mangas coquins dont elle raffole...",978-2385690243,https://m.media-amazon.com/images/I/61ROO7TePnL._SY522_.jpg,Akata; Illustrated édition (7 mai 2024),Akari Hatta
"Yuzu, La petite vétérinaire T02",11.76,"À la suite de l’hospitalisation de sa mère, la petite Yuzu doit habiter avec son oncle qui tient une clinique vétérinaire... Seul problème : la jeune fille n’est pas très à l’aise avec les animaux ! Yuzu s’habitue cependant petit à petit à son nouveau rôle d’assistante et fait de nombreuses rencontres. Cette fois-ci, c’est un duo admirable qui pousse la porte de la clinique : la jeune malvoyante, mademoiselle Hinako, et son chien guide Luke ! Mais le fidèle compagnon à quatre pattes présente d’étranges blessures…",978-2373493122,https://m.media-amazon.com/images/I/81ALVUesvuL._SY522_.jpg,Nobi Nobi; Illustrated édition (8 décembre 2021),Mingo Itô
Trois Yakuzas pour une Otaku T13,13.77,"Sakura est une jeune otaku qui adore jouer aux jeux vidéo. Un jour, elle sauve la vie d'un vieil homme. Mais elle découvre que ce dernier est le chef d'un gang de yakuzas qui cherche un successeur parmi ses trois petits-fils. Il décide alors que celui qui prendra le coeur de celle qui l'a sauvé deviendra le nouveau chef du clan. Qui des trois beaux et jeunes yakuzas saura l'emporter ?",978-2302102170,https://m.media-amazon.com/images/I/81mHjm9OvmL._SY522_.jpg,Soleil; Illustrated édition (15 mai 2024),HASEGAKI
Seule la mort attend la Vilaine - Tome 5 - collector,29.95,"Version collector contenant le tome 5 et six goodies, le tout dans un magnifique coffret ouvragé !
Pénélope réussit à prouver son innocence dans la tentative d'assassinat du prince héritier. Et contre toute attente, elle est nommée reine du tournoi de chasse. Elle saisit cette opportunité pour tenter d'augmenter son pourcentage d'affection avec Eckles.
Plus qu'un mois avant la fin du jeu : Pénélope doit tout tenter pour atteindre 100 % et assurer sa survie. Va-t-elle réussir ?

Ce coffret collector comprend : Seule la mort attend la vilaine tome 5 + 2 planches de stickers + 1 carnet + un kit papeterie (10 enveloppes et 10 lettres) + un sceau et son bâton de cire.",978-2494102637,https://m.media-amazon.com/images/I/61aKr0Pf54L._SY522_.jpg,Kotoon (11 juillet 2024),Gyeoeul Gwon
Seule la mort attend la Vilaine - Tome 4,14.95,"Une aventure romantique et dangereuse au cœur d'un jeu vidéo aux règles peu ordinaires.
Pour augmenter le pourcentage d'affinité d'Eckles, Pénélope décide de lui offrir un trophée de chasse ! Elle se rend alors dans la zone réservée aux petites créatures dans la forêt. Prenant son courage à deux mains, elle charge son arbalète de ses billes enchantées, mais aucun de ses tirs n'atteint sa cible. Alors que tout semble perdu, Pénélope repère un renard argenté. C'est le cadeau parfait ! Concentrée sur cette nouvelle proie, elle se perd dans la zone des bêtes féroces...",978-2494102460,https://m.media-amazon.com/images/I/71PsWOquaML._SY522_.jpg,Kotoon; Illustrated édition (18 janvier 2024),Gyeoeul Gwon
Mochi et compagnie T02,7.2,"Mochi, l’intraterrestre tout moelleux, vit désormais chez Yûka en compagnie d’Al, l’extra-terrestre, tandis que Joe, amoureux, continue de venir s’amuser avec eux. Leur quotidien bien mouvementé semble cependant soumettre la jeune fille à un nouveau stress, et le comportement de Mochi n’y est pas étranger. Heureusement, l’ingénieuse Al a la solution ! Se plonger dans les rêves de leur amie pour découvrir ses véritables sentiments ! Et qui est ce Kazuma qui déclare sa flamme
à Yûka ? Joe aurait-il un nouveau rival ?
Découvrez les aventures de Mochi, dans cette série élue meilleur manga jeunesse au Japon !",978-2373492422,https://m.media-amazon.com/images/I/81SKcCFCImL._SY522_.jpg,Nobi Nobi; Illustrated édition (9 décembre 2020),Hiromu Shinozuka
True Beauty T01,14.95,"Ju-Kyeong souffre du regard des autres à cause de son visage disgracieux. Victime de harcèlement au collège, elle va profiter de son passage au lycée pour changer son apparence à l'aide de tutos en ligne. Devenue une experte en maquillage, elle rentre au lycée en étant considérée comme la plus jolie fille de l'école. Mais combien de temps pourra-t-elle garder le secret sur sa véritable apparence ?",978-2382880395,https://m.media-amazon.com/images/I/81TRxPulXiL._SY522_.jpg,Kbooks; Illustrated édition (8 septembre 2021),Yaongyi
Promesses en rose T10,8.29,"Maintenant que le couple est marié, il est temps pour Retsu de faire face à ses origines. Pour pouvoir gagner la confiance de son épouse et trouver le courage de fonder une famille, le jeune homme doit revenir sur son douloureux passé d'héritier d'une maison connue pour sa cruauté et son sens impitoyable des affaires. Kaho Miyasaka partage enfin avec nous l'histoire de son héros. Kaho Miyasaka, l'auteure du très célèbre Kare First Love, nous transporte dans l'univers des contes avec ce manga qui s'inspire de l'histoire de Cendrillon. D'abord prévu pour être un one-shot, les lecteurs japonais ont tellement apprécié cette histoire que Promesses en rose est devenu une série. Véritable plongée dans l'ère Taishô, ce titre nous fait vivre un jeu du chat et de la souris attendrissant et teinté d'humour.",979-1039125475,https://m.media-amazon.com/images/I/81WWiusK+UL._SY522_.jpg,Panini; Illustrated édition (29 mai 2024),Kaho Miyasaka
Mars - Perfect Edition T05,16.99,"Kira accepte de pardonner à son père adoptif ses nombreuses fautes mais Rei ne comprend pas sa décision. Cette mésentente entraîne une violente dispute et leur rupture. Kira s'enfonce dans un profond désespoir, d'autant que la douleur et les traumatismes engendrés par le comportement de son père, restent ancrés en Kira quand bien même il se soit excusé. Soryô Fuyumi est une mangaka dont la renommée n'est plus à faire. Tout commence alors qu'elle décide de participer à un concours organisé par l'éditeur Shogakukan, pour le magazine Bessatsu Shôjo Comic afin de financer ses études de mode. Elle décroche la 10e place et elle ne quittera plus ce milieu ! C'est en mars 1982 qu'elle publie sa première histoire dans le Bessatsu Shôjo Comic : Hidamari no Hômonsha, mais c'est avec sa série Boyfriend qu'elle se fera connaître en gagnant notamment le 33e prix Shogakukan en 1988. Elle consolide ensuite sa réputation avec l'excellent Mars qui fera d'elle une autrice reconnue de la sphère shôjo. Par la suite, elle enchaîne les séries à succès comme Eternal Sabbath et Cesare. Cette nouvelle édition de MARS s'inscrit dans la même lignée que les autres Perfect Edition (City Hunter, Yasha...) et sera composée de huit tomes. L'édito et la traduction ont entièrement été retravaillés.",979-1039124751,https://m.media-amazon.com/images/I/71sWaM7VkqL._SY522_.jpg,Panini; Illustrated édition (22 mai 2024),Fuyumi Soryo
Horimiya T13 Edition limitée,11.9,"L'insupportable mais adorable Iura se transforme en grand frère sévère mais gentil dès qu'il rentre chez lui ! Or, depuis l'arrivée de Kitahara, ses relations avec Motoko ne sont pas au beau fixe… Retrouvez la bande dans un nouveau tome bourré de rires jusqu'au chapitre 100 !",978-2384960873,https://m.media-amazon.com/images/I/81bMxc-hj+L._SY522_.jpg,Nobi Nobi; Illustrated - Unnumbered copies édition (15 novembre 2023),HERO
"Yona, Princesse de l'Aube T40 Edition limitée",10.63,"Les Dolomos, un groupuscule d’assassins du Kai du Sud, s’infiltrent dans le château de Hiryû avec la ferme intention de le détruire par le feu. Tandis que le général Val et Mei Niang essaient de les repousser, ils ont la mauvaise surprise de voir surgir un personnage inattendu qui va redistribuer les cartes…
Cette édition limitée se compose d’un exemplaire du tome 40 doté d’une jaquette exclusive réversible et d’un mini-artbook de 168 pages.",978-2811685157,https://m.media-amazon.com/images/I/81mwwAUjiOL._SY522_.jpg,PIKA; Illustrated - Unnumbered copies édition (6 décembre 2023),Mizuho Kusanagi
My Happy Marriage - Tome 4,19.41,"Ils redoutaient leur union, elle sera la clé de leur bonheur...
Miyo Saimori descend d'une longue lignée de nobles dotés de pouvoirs surnaturels dont elle n'a elle-même pas hérité. Elle est envoyée dans la famille kudô pour épouser leur chef Kiyoka, réputé cruel et sans cœur. Mais en constatant que Miyo n'a rien d'une jeune noble élevée dans l'opulence, Kiyoka est intrigué et se prend d'affection pour elle. Notre jeune couple est désormais fiancé.

N'ayant reçu aucune éducation digne de ce nom, Miyo craint de ne pas être une épouse à la hauteur de son mari. Elle recommence alors son apprentissage avec Hazuki, la grande sœur de Kiyoka. Alors que nos deux amoureux subissent tous deux des journées éprouvantes, un homme mystérieux du nom d'Arata Tsuruki fait son apparition...

Miyo et Kiyoka apprendront le bonheur d'aimer et d'être aimé, mais aussi la souffrance qui accompagne ce bonheur...",979-1042013950,https://m.media-amazon.com/images/I/71v2b3bb4SL._SY522_.jpg,Kurokawa; Illustrated édition (11 janvier 2024),Akumi Agitogi
A tes côtés - Tome 14,6.99,"Dans à tes côtés, découvrez l'histoire d'amour entre une jeune fille qui ignore tout de ce sentiment et un garçon qui a trop d'amour à donner. Leur relation se construira, à tâtons, au fil des jours qui passent et de leurs premières expériences...
Alors qu'il passe son deuxième hiver en couple avec Hotaru, Hananoï est invité à déjeuner par les parents de sa petite amie. Il tombe alors sur une photo qui attire son attention tant l'homme dessus lui semble familier... Tandis que le troisième trimestre commence, une nouvelle recrue vient remplacer Yao à la librairie. Il s'agit d'un garçon plus âgé, que Hotaru va devoir former ! Comment Hananoï va-t-il réagir ?",978-2385314446,https://m.media-amazon.com/images/I/61w+dpg1YTL._SY522_.jpg,Akata (6 juin 2024),Megumi Morino
"Yuzu, La petite vétérinaire T03",19.81,"À la suite de l’hospitalisation de sa mère, Yuzu, 11 ans, vit avec son oncle dans une clinique vétérinaire ! Elle est maintenant plutôt habituée au contact des animaux et fait la rencontre de nombreux jeunes maîtres et maîtresses du même âge qu’elle. Entre Pudding, véritable enfant-roi, et les deux frères Fûta et Raita, les propriétaires de chiens doivent parfois revoir leurs méthodes d’éducation ! Venez également découvrir avec Yuzu le merveilleux métier des chiens de thérapie, et l’émouvante légende du “pont arc-en-ciel”...",978-2373496680,https://m.media-amazon.com/images/I/819Cl34gWUL._SY522_.jpg,Nobi Nobi; Illustrated édition (20 avril 2022),Mingo Itô
Sois ma muse ! T04,7.29,"Chihiro, un lycéen créateur de mode en herbe et légèrement introverti a un vrai coup de foudre pour Michi, une de ses camarades de classe. La jeune femme, peu sûre d'elle, prend peu à peu confiance en elle au contact de Chihiro qui n'a de cesse de la complimenter. Un jour, le jeune homme demande à Michi de devenir sa muse. Pourra-t-elle supporter les attentions d'un artiste tel que lui ?",978-2302100114,https://m.media-amazon.com/images/I/81W6AXVciqL._SY522_.jpg,Soleil; Illustrated édition (22 mai 2024),ITO
"Dites-moi, Princesse ! T01",14.95,"Le jour de son dix-huitième anniversaire une jeune femme de notre monde meurt et se réincarne dans le corps d'un nouveau né. Elle est maintenant la princesse Athanasia, promise à une mort certaine des mains de son propre père, un terrible tyran. Deux solutions se présentent à elle : fuir... mais étant un bébé cela semble un peu compliqué ou parvenir à apprivoiser son monstre de père.",978-2382881842,https://m.media-amazon.com/images/I/81EyMOnErFL._SY522_.jpg,Kbooks; Illustrated édition (10 avril 2024),Spoon
True Beauty T02,14.95,"Ju-Kyeong souffre du regard des autres, à cause de son visage disgracieux. Victime de harcèlement au collège, elle va profiter de son passage au lycée pour changer son apparence à l'aide de tutos en ligne. Devenue une experte en maquillage, elle rentre au lycée en étant considérée comme la plus jolie fille de l'école. Mais combien de temps pourra-t-elle garder le secret sur sa véritable apparence ?",978-2382880401,https://m.media-amazon.com/images/I/71I34Y8oVNL._SY522_.jpg,Kbooks; Illustrated édition (10 novembre 2021),Yaongyi
Horimiya T03,7.2,"Depuis qu'ils partagent leurs secrets, Hori et Miyamura ne cessent de se rapprocher. Mais comment le jeune homme va-t-il réagir devant le « je t'aime » que Hori a lâché sans réfléchir ? Leur relation restera-t-elle la même après cette gaffe ? Et comment cette période de flou va-t-elle impacter leur entourage ?
Les sentiments de nos héros bourgeonnent dans ce tome plein de rebondissements !",978-2373496765,https://m.media-amazon.com/images/I/71PUx3KmE5L._SY522_.jpg,Nobi Nobi; Illustrated édition (16 mars 2022),HERO
Horimiya T09 Edition limitée,12.0,"La ville change peu à peu de couleur et un nuage de fumée se forme dès qu'on respire : l'hiver est arrivé. Une question brûle pourtant les lèvres de Hori : qui compte faire quoi l'année prochaine ? En découvrant les interrogations et inquiétudes de celle-ci, Miyamura lui fera une proposition des plus étonnantes. Retrouvez votre couple préféré dans un tome aussi mélancolique que réconfortant !",978-2373498929,https://m.media-amazon.com/images/I/81ULHjDhU0L._SY522_.jpg,Nobi Nobi; Illustrated - Unnumbered copies édition (19 avril 2023),HERO
"Nana, tome 2",7.29,"""Dans un train à destination de Tokyo, nos deux Nana se rencontrent par hasard. Un peu plus tard, leurs chemins se croisent à nouveau, puis elles deviennent colocataires ! Voici l'histoire débordant de rêves et d'espoirs de deux jeunes filles, au prénom identique, qui """"montent"""" à Tokyo.""",978-2840559641,https://m.media-amazon.com/images/I/818ozyX4jsL._SY522_.jpg,Delcourt/Tonkam (24 janvier 2003),Ai Yazawa
Seule la mort attend la Vilaine - Tome 3,5.95,"Une aventure romantique et dangereuse au cœur d'un jeu vidéo aux règles peu ordinaires.
La famille Eckhart est invitée par le prince héritier Callisto à participer au prochain tournoi de chasse impérial. Chaque pays de l'Empire lâchera dans la forêt une créature emblématique de sa nation. Lors du dîner d'ouverture, Pénélope évite soigneusement Callisto, mais elle pressent que quelque chose de dangereux est sur le point de se produire.",978-2494102071,https://m.media-amazon.com/images/I/71IzeOvR4xL._SY522_.jpg,Kotoon; Illustrated édition (21 septembre 2023),Gyeoeul Gwon
Sailor Moon T06,17.01,"Alors qu'Usagi et ses amies goûtent à un repos bien mérité, voilà que des phénomènes étranges frappent encore une fois la ville de Tokyo. Des élèves d'un lycée réputé, l'Académie Infinie, se transforment en monstres et agressent les passants. Les Sailors se doutent qu'il s'agit de nouveaux ennemis. Et elles ont raison : Kaolinite et son maître Pharaoh 90, attirés par l'immense pouvoir du Cristal d'Argent, veulent anéantir l'humanité pour s'installer sur Terre. En enquêtant à l'Académie Infinie, les Sailors se heurtent alors à un couple bien mystérieux, Haruka et Michiru. Amis ou ennemis ?",978-2811607180,https://m.media-amazon.com/images/I/81NImTFXbWL._SY522_.jpg,Pika (2 mai 2013),Naoko Takeuchi
Sailor Moon T05,19.2,"Coincée au 30e siècle, Usagi est prisonnière du prince Diamond, chef de la secte Black Moon, qui la retient sur la planète Nemesis, dont l'énergie négative est censée bloquer les pouvoirs de notre héroïne. Mais soudain, le cristal d'argent se réveille et Usagi peut à nouveau se transformer en Sailor Moon et libérer ses amies. Elles parviennent à s'enfuir mais Tuxedo Mask, qui était parti à la recherche de Chibiusa, tombe entre les griffes de la mystérieuse Black Lady, qui fait de lui son esclave. Sailor Moon va devoir une fois de plus affronter son bien-aimé sous l'emprise de ses ennemis...",978-2811607173,https://m.media-amazon.com/images/I/819FfVG6A6L._SY522_.jpg,Pika (6 mars 2013),Naoko Takeuchi
"Nana, tome 3",7.29,"L'arrivée d'un nouveau membre dans le groupe, Shin, ravive l'enthousiasme et la passion de Nana Osaki pour la musique. Mais Nana Komatsu, qui était montée à Tokyo pour devenir indépendante, doit faire face à la fermeture du magasin dans lequel elle travaille...",978-2847890259,https://m.media-amazon.com/images/I/81e24ZZV7ML._SY522_.jpg,Delcourt/Tonkam (17 mars 2003),YAZAWA-A
Sailor Moon T02,7.2,"Usagi a rassemblé ses trois alliées et a réussi à contrecarrer pour un temps les plans du Dark Kingdom, cette organisation maléfique qui vole l'énergie vitale des humains pour ressusciter leur grande souveraine. Bientôt, l'énigmatique Sailor V se joint aux guerrières et se présente comme Princess Serenity, l'héritière du royaume de la lune. Mais est-elle vraiment celle qu'elle prétend être ? Il est temps pour les justicières de retrouver leurs souvenirs afin de lever les derniers mystères et savoir enfin si le beau Tuxedo Mask est ou non un dangereux ennemi…",978-2811607142,https://m.media-amazon.com/images/I/81sscKePDlL._SY522_.jpg,Pika (5 septembre 2012),Naoko Takeuchi
