Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
"Moi, millionnaire ?",18.9,"L'incroyable destin de Bruno Hourcade, grand vainqueur des "" 12 Coups de Midi "" et recordman de victoires individuelles dans un jeu télé
Je n'étais, a priori, pas destiné aux paillettes des plateaux de télévision. Mais les livres, qui ont toujours été mes compagnons, ont guidé ma soif d'apprendre et de me cultiver. Une curiosité qui m'a propulsé, le 20 janvier 2021, sur le plateau des "" 12 Coups de Midi "", l'émission de jeu de culture générale la plus populaire de France, animée par le charismatique Jean-Luc Reichmann.

Neuf mois plus tard, je me retrouvais à la tête de plus d'un million d'euros. Un record en termes d'argent gagné, mais aussi de participations, deux-cent-cinquante-deux jours au total et une somme que je n'aurais jamais réussi à accumuler en toute une vie de travail.

Une aventure à peine imaginable que je vous propose de suivre à mes côtés en vous dévoilant au passage les coulisses de cette télévision qui a fait de moi un millionnaire.",978-2701404158,https://m.media-amazon.com/images/I/6149KCY9xWL._SY522_.jpg,Hors Collection (18 avril 2024),Bruno Hourcade
La Prochaine fois je vous l'écrirai...,22.0,""" Nommer ma dette ne suffit pas à la payer. Peut-être même cela l'aggrave-t-il. Après tout, comme le disait Victor Hugo : ""Il y a, dans l'admiration, je ne sais quoi de fortifiant.' ""
Philippe Meyer n'est jamais meilleur qu'en admirant ceux dont il brosse le portrait. La galaxie épatante de ses amis donne le tournis : deux académiciens, deux cinéastes, un ancien Premier ministre, mais aussi des inconnus, comme un médecin luttant pour la dignité des malades mentaux, un jeune haut fonctionnaire pétri d'idéaux...
Parmi ceux qu'il a aimés, on retrouve les figures de Bertrand Tavernier, Cyril Collard, Annie Kriegel, Pierre Desproges, Michel Rocard, Frédéric Rossif, René de Obaldia, Charles Aznavour, Jean-Marie Domenach, Jean-François Revel, Claude Sautet, Jean d'Ormesson...
Parfois piquant, toujours tendre, avec son humour subtil et sa culture ébouriffante, Philippe Meyer rend grâce et c'est formidable.",979-1037511751,https://m.media-amazon.com/images/I/618DHBfWEzL._SY522_.jpg,Les Arènes (25 avril 2024),Philippe Meyer
Je m'appelais Franck,9.2,""" Je vais te raconter ma vie. Une vie de surprises, de chocs et de désillusions qui m'a fait prendre conscience de la fragilité de l'existence. Mais un parcours ponctué d'expériences plus ou moins heureuses dont j'ai toujours tiré une leçon. Et déjà, tu le sais, puisque c'est le titre du livre : avant d'être Vincent, je m'appelais Franck... ""
"" Je vais te raconter ma vie. Une vie de surprises, de chocs et de désillusions qui m'a fait prendre conscience de la fragilité de l'existence. Mais un parcours ponctué d'expériences plus ou moins heureuses dont j'ai toujours tiré une leçon. Et déjà, tu le sais, puisque c'est le titre du livre : avant d'être Vincent, je m'appelais Franck... ""

"" Vincent Lagaf' est un survivant. """,978-2266340755,https://m.media-amazon.com/images/I/71ncSAwW-AL._SY522_.jpg,Pocket (4 avril 2024),Vincent Lagaf
La Légende de Paris Match,19.55,"Paris Match est le témoin privilégié de l'histoire des Français depuis 1949. Inventeur d'un certain style d'information, vif, illustré, proche, il a fait entrer chez nous l'intimité des grands de ce monde.
Ce sont des reportages iconiques, des portraits inoubliables : la conquête de l'Annapurna en 1950 ; le Mondial 1998 ; le couronnement d'Elizabeth II et la mort de Lady Di ; l'arrivée du rock dans les bagages de Johnny ; la plage de la Madrague où pose "" B.B. "" pour les photographes de Match seuls ; et aussi la dernière une du général de Gaulle et le scoop révélant le visage alors inconnu de la fille secrète du président Mitterrand.
Bien plus qu'une rétrospective, voici un hommage vibrant aux grandes signatures et aux valeurs qui ont façonné le magazine pendant plus de sept décennies : le courage, l'audace et, par-dessus tout, la passion.",978-2259317955,https://m.media-amazon.com/images/I/61Ev6qamibL._SY522_.jpg,Plon (25 avril 2024),Patrick Mahé
Sans transition...: Autobiographie,20.5,"Pour la première fois, dans cette autobiographie sincère, émouvante et savoureuse, Dechavanne se raconte et dévoile, sans transition, des moments de vie et des facettes inconnues de son parcours, de sa jeunesse épique à Montmartre jusqu'au plateau de Quelle époque !, sans oublier C'est encore mieux l'après-midi, Ciel, mon mardi !, Coucou, c'est nous ! Et tout le reste...",978-2080435477,https://m.media-amazon.com/images/I/614jj8FITqL._SY522_.jpg,FLAMMARION; Illustrated édition (24 janvier 2024),Christophe Dechavanne
"Livre d'or: Bleu | Mariage, EVJF, PACS, Anniversaire, Départ à la retraite, Vernissage | 100 pages vierges à remplir |",16.4,"🧡 🧡 🧡 LIVRE D’OR 🧡🧡🧡
Ce livre d’or bleu et doré accueillera les mots de vos amis, de votre famille ou de vos collègues. Vous pourrez le relire pour revivre ces instants de bonheurs à travers les mots de vos invités.
Description du livre d’or :
🔸 Format carré souple, plus pratique à manipuler et à se passer de mains en mains
🔸Finition brillante pour un rendu élégant, raffiné et chic ;
🔸Dimension : 21,5 cm x 21,5 cm ;
🔸Papier blanc de qualité ;",,https://m.media-amazon.com/images/I/711WGGMxSlL._SY522_.jpg,Independently published (8 mai 2023),Emily Grayhill
Je reviens de loin,21.0,"L'animateur très aimé de La Carte aux Trésors et de Faut pas rêver a traversé l'épreuve d'une dépression finalement diagnostiquée comme bipolaire aigue.
Une confession intime et bouleversante :
Derrière le sourire enthousiaste de Sylvain Augier, tant aimé de millions de français, animateur de La Carte aux trésors, Faut pas rêver et La France vue du ciel, il y avait un secret bien caché : la bipolarité. Cette maladie psychique qui entraîne exaltation et dépression parfois jusqu'au suicide.
Dans son récit s'entremêlent succès et désespoir. La famille y apparait porteuse de joies et de souffrances. C'est un formidable message d'espoir : on peut revenir de loin.

Préface de Boris Cyrulnik.",978-2753304734,https://m.media-amazon.com/images/I/61uhG9nRB3L._SY522_.jpg,Telemaque (12 octobre 2023),Sylvain Augier
"Friends, mes amours et cette chose terrible",8.6,"""Salut, je m'appelle Matthew, mais vous me connaissez peut-être sous un autre nom. Mes amis m'appellent Matty. Et je devrais être mort."" Ainsi commence le captivant récit du célèbre Matthew Perry, acteur qui incarna le légendaire Chandler de Friends. Au fil de ses souvenirs, il évoque ses ambitions de jeunesse et son rapport à la célébrité, ses addictions et sa guérison après un grave problème de santé qui lui fit frôler la mort. Mais avant les cures de désintoxication et les séjours à l'hôpital, il y a le Matthew de 5 ans qui voyagea de Montréal à Los Angeles, ballotté entre des parents séparés ; celui de 14 ans, star du tennis au Canada ; celui de 24 ans qui décrocha le rôle le plus convoité des États-Unis pour le pilote d'une série appelée à l'époque Friends Like Us... Il revient sur l'aventure que fut Friends, nous livrant des anecdotes sur ses camarades de tournage et d'autres stars croisées sur la route. Avec l'humour et l'honnêteté qu'on lui connaît, Matthew Perry se met à nu et nous offre des Mémoires inoubliables.",978-2290390832,https://m.media-amazon.com/images/I/61LfK9cYLOL._SY522_.jpg,J'AI LU (8 novembre 2023),Matthew Perry
Dieux d'Afrique,18.02,,978-2909571133,https://m.media-amazon.com/images/I/51CGH6M28FL.jpg,Revue Noire (15 juin 2002),Pierre Verger
Le radioamateur: Prépapration à l'examen technique,13.66,"Le manuel de référence dans le domaine des radiocommunications.
Cet ouvrage, qui expose les bases de la transmission radio et de l’installation d’une station d’émission, est le fruit de nombreuses années d’expérience et d’enseignement. Tout particulièrement destiné aux candidats à l’examen de radioamateur, c’est un outil précieux pour le lecteur intéressé par les radiocommunications et désirant acquérir les connaissances techniques indispensables à l’installation et à la maintenance d’une station émettrice.",978-2710811978,https://m.media-amazon.com/images/I/41oXubn0cnL.jpg,TECHNIP; 5e édition (14 février 2023),Olivier Pilloud
Don't Look Now,9.37,"Don't Look Now, released in 1973, confirmed director Nicolas Roeg as one of the most stylish and innovative British directors of the postwar period. Adapted from a short story by Daphne du Maurier, it is both a complex study of how people come to terms with grief and a chilling tale of murder set among the canals and churches of Venice. Featuring telling performances by Julie Christie and Donald Sutherland as the couple whose daughter has tragically died, Don't Look Now depicts the way in which the macabre and the everyday are intertwined. In his lucid, subtle account, Mark Sanderson describes the collaboration between director and actors that sustained the film's emotional richness. He returns to du Maurier's original text and to the traditions of Gothic writing that underpin Don't Look Now's combination of horror, melodrama and black comedy. Sanderson examines the film's intricate visual style, uncovering the way in which particular motifs are used to amplify its depiction of two terrible deaths. He finds compensation for the film's grimly fatalistic view of life in its celebration of sexual relationships and the power of recollection. The book includes an exclusive and in-depth interview with Roeg as well as rare and unpublished comments from Christie. In his foreword to this special edition, published to celebrate the 20th anniversary of the BFI Film Classics series, Jason Wood places Don't Look Now in the context of Roeg's film-making careeer, and draws upon Roeg's revealing insights into the film's production.",978-1844575152,https://m.media-amazon.com/images/I/615eFyoapzL._SY522_.jpg,BFI Publishing; 2nd ed. 2012 édition (1 août 2012),Mark Sanderson
The Art of Tangled,10.18,"A lighthearted twist on Rapunzel, the beloved fairy tale from the Brothers Grimm, Tangled brims with thrilling adventure, a distinctive cast of characters, a daring heroine, and, of course, seventy feet of golden hair. Featuring the stunning concept art behind the newest Disney masterpiece, The Art of Tangled also includes a preface by John Lasseter, a foreword by Directors Nathan Greno and Byron Howard, and interviews with the artists, animators, and production team—including Art Director David Goetz—that shed light on the history and artistry of this landmark film.",978-0811875554,https://m.media-amazon.com/images/I/91beIPutSkL._SY522_.jpg,Chronicle Books; 1er édition (3 novembre 2010),Jeff Kurtti
Veritas Tantam: Potentiam habet ut non subverti possit. La vérité a une telle puissance qu'elle ne peut être anéanti,6.9,"Le monde selon Olivier de Kersauson.
Comment rester libre dans une société de plus en plus contrainte ?
Le monde change : il vacille, il tangue. Olivier de Kersauson est de ceux qui le connaissent bien tout en l’interrogeant sans cesse. Son point de vue si caractéristique, son écriture pure et sans détours ont fait de lui un témoin hors norme de notre époque. Depuis le large, ce grand marin aperçoit nettement les contours de notre société en constante mutation. Pour lui, une seule chose compte : garder le cap au milieu des tempêtes. Alors, comment faire pour ne pas chavirer ? Comment rester libre dans une société de plus en plus contrainte ?
Olivier de Kersauson nous offre ici de magnifiques pages où s’aiguisent sa pensée autant que sa plume.",979-1041415885,https://m.media-amazon.com/images/I/71WMeooeh0L._SY522_.jpg,POINTS (19 janvier 2024),Olivier de Kersauson
Sur les routes du jazz,16.49,"Chroniques d'un passionné de musique

Savez-vous ce qui relie la mort de Robespierre à la naissance du jazz ? À quoi ressemblaient les vocalises des pharaons ? Quel est le rapport entre un moine allemand du xve siècle et Louis Armstrong ?
Après le succès de Sur les routes de la musique, adapté sur France Inter en 2022, André Manoukian nous livre de nouvelles chroniques qui retracent l’histoire du jazz. Un genre musical qui prend racine en Afrique, grandit aux Amériques avec les esclaves donnant naissance au gospel, au blues, et qui revient sous forme de rumba congolaise ou d’afro-beat. André Manoukian nous initie à cet art et dévoile par touches les petites histoires qui font la grande musique.",979-1033915355,https://m.media-amazon.com/images/I/71gl5E-N5nL._SY522_.jpg,HarperCollins (8 novembre 2023),André Manoukian
Skulls & Anatomy: Copyright Free Vintage Illustrations for Artists and Designers,19.9,"Do you want to make amazing artwork, take your creative practice to the next level and impress both your clients and peers?Skulls & Anatomy, Copyright Free Vintage Illustrations for Artists & Designers is a collection of 180 high quality, digitised, anatomical drawings for use in personal or commercial creative projects. This is an essential resource to take your art and design to the next level and give you a competitive advantage over your peers. Vault Editions' team of designers and illustrators have spent a lifetime hunting and restoring vintage woodcuts and engravings from around the world to create amazing artwork with. Now, we are opening the vault of our archives to the public.Within this collection, you will find rare, high-quality images carefully curated by our team of professional artists and designers who have used this imagery to create book cover designs, gig-posters, logos, t-shirt designs and more. We have carefully restored the artwork and provided a download link within the publication where you will locate high-resolution files in JPEG format as well as TIFF files with backgrounds removed to speed up your workflow.By collaging multiple images together, you can create limitless impressive and dynamic designs in minutes that will impress everyone, no matter what your skill level is.Start creating amazing artwork today.",978-0648049760,https://m.media-amazon.com/images/I/81Hh-To7FsL._SY522_.jpg,Avenue House Press PTY LTD (6 mars 2019),Kale James
Skulls & Anatomy: Copyright Free Vintage Illustrations for Artists and Designers,15.57,"Do you want to make amazing artwork, take your creative practice to the next level and impress both your clients and peers?Skulls & Anatomy, Copyright Free Vintage Illustrations for Artists & Designers is a collection of 180 high quality, digitised, anatomical drawings for use in personal or commercial creative projects. This is an essential resource to take your art and design to the next level and give you a competitive advantage over your peers. Vault Editions' team of designers and illustrators have spent a lifetime hunting and restoring vintage woodcuts and engravings from around the world to create amazing artwork with. Now, we are opening the vault of our archives to the public.Within this collection, you will find rare, high-quality images carefully curated by our team of professional artists and designers who have used this imagery to create book cover designs, gig-posters, logos, t-shirt designs and more. We have carefully restored the artwork and provided a download link within the publication where you will locate high-resolution files in JPEG format as well as TIFF files with backgrounds removed to speed up your workflow.By collaging multiple images together, you can create limitless impressive and dynamic designs in minutes that will impress everyone, no matter what your skill level is.Start creating amazing artwork today.",978-0648049760,https://m.media-amazon.com/images/I/81Hh-To7FsL._SY522_.jpg,Avenue House Press PTY LTD (6 mars 2019),Kale James
Tête en l'air et pieds sur terre,14.68,"Marcher aux côtés d’une figure de la télévision qui nous emmène sur les sentiers de sa vie, de forêts majestueuses aux plages longeant l’océan et jusqu’au cœur de Paris où la nature s’invite de façon inattendue

Sur les pas de son enfance en Sologne, de son adolescence en Bretagne, la productrice et animatrice de radio et de télévision, Noëlle Bréham, nous emmène aussi dans le jardin de l’émission ""Silence ça pousse !"", un jardin paradis pour la faune et la flore, habité par la présence d’une personnalité extraordinaire. « Mes collègues de souliers usés, faisons encore quelques pas ensemble, histoire de nous rappeler le pays des chemins, des routes, des plages et des sous-bois, histoire de se prendre encore un peu le vent dans le nez, ou dans le dos, ça arrive aussi Dieu merci », invite-t-elle.",,https://m.media-amazon.com/images/I/71nU8XE5WhL._SY522_.jpg,LA SALAMANDRE (13 mars 2024),Noëlle Bréham
Rien n'est impossible: Mon histoire pourrait être la vôtre,7.9,"« Un livre sur moi ? Vous êtes fou ! » Ce fut ma première réaction quand on me l’a proposé, il y a quelques années. Et puis, le temps passant, j’ai compris que j’avais peut-être des choses à dire. Hyperactivité, résilience, insatisfaction permanente, frustrations jamais assouvies… Et si ces mots vous parlaient plus que vous le pensez ? Je cours. Après quoi ? Je ne sais pas. Mais ce que je sais, c’est que je vais bien. Très bien, même. Je vous livre ici mon histoire ; peut-être pourra-t-elle éclairer la vôtre. M. C.

Un livre surprenant, sincère, drôle parfois, émouvant, mais jamais impudique. . Du franc-parler et une bonne dose d’émotion, mais aussi d’autodérision. Femme actuelle.",978-2253195788,https://m.media-amazon.com/images/I/51WjGBSK5yL._SY522_.jpg,Le Livre de Poche (17 janvier 2024),Michel Cymes
Wearable Antennas and Body Centric Communication: Present and Future,18.66,"This book presents state-of-the-art technologies, trends and applications with a focus on the healthcare domain for ultra-wideband (3.1–10.6 GHz) and 60 GHz (57–66 GHz) wireless communication systems. Due to various key features such as miniaturized antenna design, low power, high data rate, less effects on the human body, relatively less crowded spectrum, these technologies are becoming popular in various fields of biomedical applications and day-to-day life. The book highlights various aspects of these technologies related to body-centric communication, including antenna design requirements, channel modeling and characterization for WBANs, current fabrication and antenna design strategies for textile, flexible and implanted antennas. Apart from the general requirements and study related to these frequency bands, various application specific topics such as localization and tracking, physical activity recognition and assessment, vital sign monitoring and medical imaging are covered indetail. The book concludes with the glimpses of future aspects of the UWB and 60 GHz technology which includes IoT for healthcare and smart living, novel antenna materials and application of machine learning algorithms for overall performance enhancement.",978-9811639722,https://m.media-amazon.com/images/I/61mZYNAB+NL._SY522_.jpg,"Springer Verlag, Singapore; 1st ed. 2021 édition (19 septembre 2021)",Shiban Kishen Koul
The Body: A Guide for Occupants - THE SUNDAY TIMES NO.1 BESTSELLER,13.64,"#1 Bestseller in both hardback and paperback: SHORTLISTED FOR THE 2020 ROYAL SOCIETY INSIGHT INVESTMENT SCIENCE BOOK PRIZE
_______

'A directory of wonders.' - The Guardian

'Jaw-dropping.' - The Times

'Classic, wry, gleeful Bryson...an entertaining and absolutely fact-rammed book.' - The Sunday Times

'It is a feat of narrative skill to bake so many facts into an entertaining and nutritious book.'- The Daily Telegraph",978-0552779906,https://m.media-amazon.com/images/I/71Ro5NUIQQL._SY522_.jpg,Black Swan; 1er édition (23 juillet 2020),Bill Bryson
Quit: The Power of Knowing When to Walk Away,12.53,"'Brilliant and entertaining' Daniel Kahneman | 'Quit what you are doing right now and read this' Richard Thaler | 'Engrossing, important, and grounded in science' Katy Milkman

What if the secret to success is not just hard work, but knowing when to change track?

In this game-changing guide, decision-making expert Annie Duke shows why quitting what holds you back is essential for success. Drawing on new research and fascinating examples, this book offers practical strategies and explains:

Why it's so hard to walk away",978-1529146165,https://m.media-amazon.com/images/I/71kTVparZgL._SY522_.jpg,Ebury Edge (21 septembre 2023),Annie Duke
Friends: The One Where Everyone Is Hiding: A Seek-and-Find Book,18.44,"Where are the friends? Are they hiding in Monica's apartment? Drinking coffee at Central Perk? Maybe at the beach house? Find all your favorite friends in fifteen unique settings-plus additional items and accessories-within this original and officially licensed search-and-find activity book.

Search for the beloved cast of Friends in more than a dozen fun scenes within this original officially licensed search-and-find activity book inspired by the most iconic settings from the show, including Central Perk, all the friends' apartments, Estelle's office, Joey's TV studio set, and more. This book also invites you to look for additional items and accessories within each illustration. Can you spot Ross's keyboards? The Mac and C.H.E.E.S.E. robot? Or Marcel the monkey? Good luck!


Copyright © 2023 Warner Bros. Entertainment Inc.
FRIENDS and all related characters and elements © & ™ Warner Bros. Entertainment Inc.",978-0762482900,https://m.media-amazon.com/images/I/91XG+A8rHLL._SY522_.jpg,Running Press Adult (23 novembre 2023),Michelle Morgan
Roll'cube vendredi tout est permis,9.99,"Avec ce rollcube Vendredi tout est permis, Arthur s'invite à la maison, en weekend, en vacances pour des moments de rires et délires à partager en famille ou entre amis !
Retrouvez les épreuves cultes et hilarantes de l'émission animée par Arthur :
speed quiz, ABC song, Alphabody, Casting pub, photomime, Mexico, Mime en bouche, panique à l'hôpital, qui suis-je ?, devine langue...

Faites bonne pioche et amusez-vous !
matériel : 150 fiches pour plus de 300 occasions de rire et de vous mettre au défi d'une bonne humeur absolument garantie",978-2263175039,https://m.media-amazon.com/images/I/61swQBZAGHL._SY522_.jpg,Solar (18 novembre 2021),Collectif
Nik ta race: Une histoire du rire en France,15.9,"Nik ta race, c’est l’histoire d’un délit de sale gueule : celui du rire en France. Une histoire qui commence dans un bar à chicha, fait des années quatre vingt dix un âge d’or, croise le rap français, le Splendid, Les Inconnus, Dieudonné, remonte à Céline et quelques procès jusqu’à celui des Fleurs du mal et les spectacles de Mustapha El Atrassi. Avec pour fil conducteur cette simple question : comme les communautés dans leur banlieue, quel malaise pousse la France à réprimer son rire ?",978-2364810631,https://m.media-amazon.com/images/I/81WFPwlA9iL._SY522_.jpg,Façonnage éditions (7 avril 2023),Adrien Dénouette
,19.06,,,,,
